DO=10.1257/app.*
Timespan=All years. Indexes=SCI-EXPANDED, SSCI, A

"Title","Authors","Corporate Authors","Editors","Book Editors","Source Title","Publication Date","Publication Year","Volume","Issue","Part Number","Supplement","Special Issue","Beginning Page","Ending Page","Article Number","DOI","Conference Title","Conference Date","Total Citations","Average per Year","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014"
"Back on the Rails: Competition and Productivity in State-Owned Industry","Das, Sanghamitra; Krishna, Kala; Lychagin, Sergey; Somanathan, Rohini","","","","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","JAN 2013","2013","5","1","","","","136","162","","10.1257/app.5.1.136","","","2","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"Longer-Term Impacts of Mentoring, Educational Services, and Learning Incentives: Evidence from a Randomized Trial in the United States","Rodriguez-Planas, Nuria","","","","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","OCT 2012","2012","4","4","","","","121","139","","10.1257/app.4.4.121","","","2","0.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"Limited Insurance within the Household: Evidence from a Field Experiment in Kenya","Robinson, Jonathan","","","","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","OCT 2012","2012","4","4","","","","140","164","","10.1257/app.4.4.140","","","2","0.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"The Power of Political Voice: Women's Political Representation and Crime in India","Iyer, Lakshmi; Mani, Anandi; Mishra, Prachi; Topalova, Petia","","","","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","OCT 2012","2012","4","4","","","","165","193","","10.1257/app.4.4.165","","","2","0.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"Deregulation, Consolidation, and Efficiency: Evidence from US Nuclear Power","Davis, Lucas W.; Wolfram, Catherine","","","","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","OCT 2012","2012","4","4","","","","194","225","","10.1257/app.4.4.194","","","2","0.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"Access, Sorting, and Achievement: The Short-Run Effects of Free Primary Education in Kenya","Lucas, Adrienne M.; Mbiti, Isaac M.","","","","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","OCT 2012","2012","4","4","","","","226","253","","10.1257/app.4.4.226","","","2","0.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"When They're Sixty-Four: Peer Effects and the Timing of Retirement","Brown, Kristine M.; Laschever, Ron A.","","","","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","JUL 2012","2012","4","3","","","","90","115","","10.1257/app.4.3.90","","","2","0.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"Drug Innovations and Welfare Measures Computed from Market Demand: The Case of Anti-Cholesterol Drugs","Dunn, Abe","","","","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","JUL 2012","2012","4","3","","","","167","189","","10.1257/app.4.3.167","","","2","0.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"Productivity Spillovers Across Firms through Worker Mobility","Stoyanov, Andrey; Zubanov, Nikolay","","","","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","APR 2012","2012","4","2","","","","168","198","","10.1257/app.4.2.168","","","2","0.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"When the Saints Go Marching Out: Long-Term Outcomes for Student Evacuees from Hurricanes Katrina and Rita","Sacerdote, Bruce","","","","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","JAN 2012","2012","4","1","","","","109","135","","10.1257/app.4.1.109","","","2","0.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"Are Female Leaders Good for Education? Evidence from India","Clots-Figueras, Irma","","","","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","JAN 2012","2012","4","1","","","","212","244","","10.1257/app.4.1.212","","","2","0.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"Enhancing Cognitive Functioning: Medium-Term Effects of a Health and Family Planning Program in Matlab","Barham, Tania","","","","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","JAN 2012","2012","4","1","","","","245","273","","10.1257/app.4.1.245","","","2","0.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"Do Social Connections Reduce Moral Hazard? Evidence from the New York City Taxi Industry","Jackson, C. Kirabo; Schneider, Henry S.","","","","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","JUL 2011","2011","3","3","","","","244","267","","10.1257/app.3.3.244","","","2","0.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1"
"The Price of Political Opposition: Evidence from Venezuela's Maisanta","Hsieh, Chang-Tai; Miguel, Edward; Ortega, Daniel; Rodriguez, Francisco","","","","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","APR 2011","2011","3","2","","","","196","214","","10.1257/app.3.2.196","","","2","0.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"Government Spending and Legislative Organization: Quasi-Experimental Evidence from Germany","Egger, Peter; Koethenbuerger, Marko","","","","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","OCT 2010","2010","2","4","","","","200","212","","10.1257/app.2.4.200","","","2","0.40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"The Global Economics of Water: Is Water a Source of Comparative Advantage?","Debaere, Peter","","","","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","APR 2014","2014","6","2","","","","32","48","","10.1257/app.6.2.32","","","1","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"Distortions in the International Migrant Labor Market: Evidence from Filipino Migration and Wage Responses to Destination Country Economic Shocks","McKenzie, David; Theoharides, Caroline; Yang, Dean","","","","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","APR 2014","2014","6","2","","","","49","75","","10.1257/app.6.2.49","","","1","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"The Demand for Medical Male Circumcision","Chinkhumba, Jobiba; Godlonton, Susan; Thornton, Rebecca","","","","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","APR 2014","2014","6","2","","","","152","177","","10.1257/app.6.2.152","","","1","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"Influenza Vaccination Campaigns: Is an Ounce of Prevention Worth a Pound of Cure?","Ward, Courtney J.","","","","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","JAN 2014","2014","6","1","","","","38","72","","10.1257/app.6.1.38","","","1","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"The Great Equalizer: Health Care Access and Infant Mortality in Thailand","Gruber, Jonathan; Hendren, Nathaniel; Townsend, Robert M.","","","","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","JAN 2014","2014","6","1","","","","91","107","","10.1257/app.6.1.91","","","1","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"Child Gender and Parental Investments In India: Are Boys and Girls Treated Differently?","Barcellos, Silvia Helena; Carvalho, Leandro S.; Lleras-Muney, Adriana","","","","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","JAN 2014","2014","6","1","","","","157","189","","10.1257/app.6.1.157","","","1","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"The Historically Evolving Impact of the Ogallala Aquifer: Agricultural Adaptation to Groundwater and Drought","Hornbeck, Richard; Keskin, Pinar","","","","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","JAN 2014","2014","6","1","","","","190","219","","10.1257/app.6.1.190","","","1","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"The Impact of Intergovernmental Transfers on Education Outcomes and Poverty Reduction","Litschig, Stephan; Morrison, Kevin M.","","","","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","OCT 2013","2013","5","4","","","","206","240","","10.1257/app.5.4.206","","","1","0.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"Can Informed Public Deliberation Overcome Clientelism? Experimental Evidence from Benin","Fujiwara, Thomas; Wantchekon, Leonard","","","","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","OCT 2013","2013","5","4","","","","241","255","","10.1257/app.5.4.241","","","1","0.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"Bringing Education to Afghan Girls: A Randomized Controlled Trial of Village-Based Schools","Burde, Dana; Linden, Leigh L.","","","","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","JUL 2013","2013","5","3","","","","27","40","","10.1257/app.5.3.27","","","1","0.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"The Effect of Absenteeism and Clinic Protocol on Health Outcomes: The Case of Mother-to-Child Transmission of HIV in Kenya","Goldstein, Markus; Zivin, Joshua Graff; Habyarimana, James; Pop-Eleches, Cristian; Thirumurthy, Harsha","","","","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","APR 2013","2013","5","2","","","","58","85","","10.1257/app.5.2.58","","","1","0.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"Texting Bans and Fatal Accidents on Roadways: Do They Work? Or Do Drivers Just React to Announcements of Bans?","Abouk, Rahi; Adams, Scott","","","","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","APR 2013","2013","5","2","","","","179","199","","10.1257/app.5.2.179","","","1","0.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"Development Effects of Electrification: Evidence from the Topographic Placement of Hydropower Plants in Brazil","Lipscomb, Molly; Mobarak, A. Mushfiq; Barham, Tania","","","","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","APR 2013","2013","5","2","","","","200","231","","10.1257/app.5.2.200","","","1","0.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"Slum Clearance and Urban Renewal in the United States","Collins, William J.; Shester, Katharine L.","","","","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","JAN 2013","2013","5","1","","","","239","273","","10.1257/app.5.1.239","","","1","0.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"Can Compulsory Military Service Raise Civilian Wages? Evidence from the Peacetime Draft in Portugal","Card, David; Cardoso, Ana Rute","","","","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","OCT 2012","2012","4","4","","","","57","93","","10.1257/app.4.4.57","","","1","0.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"Are Big-Time Sports a Threat to Student Achievement?","Lindo, Jason M.; Swensen, Isaac D.; Waddell, Glen R.","","","","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","OCT 2012","2012","4","4","","","","254","274","","10.1257/app.4.4.254","","","1","0.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"The Consumption Response to Seasonal Income: Evidence from Japanese Public Pension Benefits","Stephens, Melvin, Jr.; Unayama, Takashi","","","","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","OCT 2011","2011","3","4","","","","86","118","","10.1257/app.3.4.86","","","1","0.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"Financial Constraints and Inflated Home Prices during the Real Estate Boom","Ben-David, Itzhak","","","","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","JUL 2011","2011","3","3","","","","55","87","","10.1257/app.3.3.55","","","1","0.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"Service Delivery and Corruption in Public Services: How Does History Matter?","Pandey, Priyanka","","","","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","JUL 2010","2010","2","3","","","","190","204","","10.1257/app.2.3.190","","","1","0.20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"Default Tips","Haggag, Kareem; Paci, Giovanni","","","","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","JUL 2014","2014","6","3","","","","1","19","","10.1257/app.6.3.1","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Race and College Success: Evidence from Missouri","Arcidiacono, Peter; Koedel, Cory","","","","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","JUL 2014","2014","6","3","","","","20","57","","10.1257/app.6.3.20","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
