"","Timestamp","NetID or email","DOI","Code_Success","Program_Run_Clean","Directory_Change","Code_Changes","Output_Accuracy","Discrepancy_Location","X10","X11","Software_Extensions","Software_Version","First_Replicator","Common_Issues","Overcome_Issues","Replication_Helpfulness","X18","X19","How difficult do you think the replication exercise was","Comments on difficulty","GeneralNotes","What Software did you use for the replication (including the version)","Replication_Success","Main_Issue","Data_Type","Data_Access_Type","Software_Type","Data_Type_1","Cost of data access (in approximate $)","Cost of software purchase (in approximate $)","What software did the authors use to run their programs (if specified)"
"71","7/30/2015 20:01:43","nab227","10.1257/app.3.1.152","No",NA,NA,NA,NA,NA,NA,NA,"DK","Yes","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.","instructions for obtaining the data were not very detailed",5,NA,"No data was included since it is confidential.  Could not run any programs without data.","Stata 13",NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","7/30/2015 20:34:03","sjh269","10.1257/app.3.1.65","No",NA,NA,NA,NA,NA,NA,NA,"No","DK","Yes",NA,NA,NA,"Incomplete. Was ambiguous or left out crucial steps.",NA,5,NA,"Main dataset is confidential.

I tried running the program anyway and it said that the command ""guse"" could not be found. Upon Googling it, ""guse"" can be changed to ""use"" if the dataset is unzipped.","Stata 13",NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","7/30/2015 22:39:36","sjh269","10.1257/app.3.1.91","Yes","No, I needed to make changes in the code.","Yes",NA,"Yes",NA,NA,NA,"No","DK","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,1,NA,NA,"Stata 13",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","8/1/2015 17:24:41","nab227","10.1257/app.3.2.34","Yes","Yes, no changes were necessary.",NA,NA,"Yes",NA,NA,NA,"DK","DK","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,1,"only needed to run author's program, no changes needed.","All tables replicated","Stata 13",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","8/4/2015 12:46:57","aec247","10.1257/app.3.3.244","No",NA,NA,NA,NA,NA,NA,NA,"No","DK","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,5,"The author used a 'Clean data.dta' dataset that combined information from three data sources, one of which was proprietary.  Was unable to run any of the programs since they all depended on this clean dataset.",NA,"Stata 13",NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","8/4/2015 12:55:18","aec247","10.1257/app.3.4.186","No",NA,NA,NA,NA,NA,NA,NA,"No","DK","Yes",NA,NA,NA,"Incomplete. Was ambiguous or left out crucial steps.","The ReadMe was not helpful in explaining how to replicate the analysis in the paper.  There was no mention of which .dta file to use in the .do file, and there was no code provided for tables 1-6.",5,NA,NA,"Stata 13",NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","8/4/2015 14:09:57","nab227","10.1257/app.3.2.67","Yes","No, I needed to make changes in the code.","No, the changes to the code were more involved.","One section of one program needed to be commented out.  It seemed to prepare input data but the prepared data was already provided instead of  the input data.","Yes",NA,NA,NA,"DK","Yes","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,2,NA,NA,"Stata 13",NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","8/4/2015 16:57:56","nab227","10.1257/app.3.2.96","No",NA,NA,NA,NA,NA,NA,NA,"DK","DK","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.","instructions for obtaining data were not detailed",5,NA,"The data was not publicly available","Stata 13",NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","8/6/2015 10:57:40","nab227","10.1257/app.3.3.158","No",NA,NA,NA,NA,NA,NA,NA,"DK","DK","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,5,NA,"The data used in this article contains sensitive information and is not publicly available so the tables could not be replicated.  Researchers can apply to access the data.","Stata 13",NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","8/6/2015 12:18:42","aec247","10.1257/app.3.4.152","No",NA,NA,NA,NA,NA,NA,NA,"No","DK","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,4,NA,"Several of the key datasets used to create the tables in the paper are not public-use.","Stata 13",NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","8/6/2015 12:22:39","aec247","10.1257/app.3.4.86","No",NA,NA,NA,NA,NA,NA,NA,"No","DK","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.","It would have been helpful to include brief instructions on the sequence to run the .do files, since they make new datasets by merging/manipulating the original input data.",5,"The core dataset is property of the Japan Statistical Bureau.  The authors got permission to access the data based on Article 33 of Statistical Law of Japan.  There is no mention of whether other researchers can request or gain access to the data.",NA,"Stata 13",NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","8/7/2015 10:56:31","nab227","10.1257/app.3.3.188","No",NA,NA,NA,NA,NA,NA,NA,"DK","DK","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,4,"It was hard to match stata output to tables and errors kept happening when I ran the program.","Managed to replicate all tables except for table 6","Stata 13",NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","8/7/2015 15:43:31","aec247","10.1257/app.3.4.228","Yes","Yes, no changes were necessary.",NA,NA,"Yes",NA,NA,NA,"Yes","DK","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,2,"Wasn't able to locate relevant code/output (R^2 adjusted values and some F-stats).",NA,"Stata 13.  Had to update 'ivreg2.'",NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","8/7/2015 15:48:20","aec247","10.1257/app.3.4.215","No",NA,NA,NA,NA,NA,NA,NA,"Yes","DK","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,3,"There were code errors and discrepancies in results.  Unable to reproduce several columns of the tables.

Discrepancies:
- Table 1, column 2.
- Table 2, column 1.
- Table 3, column 4.

More detail in the replication.txt file.",NA,"Stata 13.  Installed 'ivreg2' and 'xtabond2.'",NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","8/7/2015 20:15:27","sjh269","10.1257/app.3.2.137","No",NA,NA,NA,NA,NA,NA,NA,"DK","Yes","Yes",NA,NA,NA,"Incomplete. Was ambiguous or left out crucial steps.",NA,5,NA,"Proprietary data","Stata 13",NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","8/7/2015 22:13:36","sjh269","10.1257/app.3.2.167","Yes","No, I needed to make changes in the code.","No, the changes to the code were more involved.","comment out ""outreg"" commands","Yes",NA,NA,NA,"No","DK","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,3,NA,"Difficult because there were 14 different do files","Stata 13",NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","8/8/2015 0:59:44","sjh269","10.1257/app.3.2.196","No",NA,NA,NA,NA,NA,NA,NA,"No","DK","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,4,"The code for the tables ran, but there was an unrecognized command that prevented replicating the figures",NA,"Stata 13",NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","8/10/2015 9:28:27","sjh269","10.1257/app.3.3.1","No",NA,NA,NA,NA,NA,NA,NA,"DK","DK","Yes",NA,NA,NA,"Incomplete. Was ambiguous or left out crucial steps.",NA,5,NA,"No datasets were immediately available.","Stata 13",NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","8/10/2015 20:51:56","sjh269","10.1257/app.3.4.29","No",NA,NA,NA,NA,NA,NA,NA,"DK","DK","Yes",NA,NA,NA,"Incomplete. Was ambiguous or left out crucial steps.",NA,5,NA,"No datasets were provided, they either had to be requested or bought.","Stata 13",NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","8/11/2015 12:06:29","sjh269","10.1257/app.3.4.56","No",NA,NA,NA,NA,NA,NA,NA,"DK","DK","Yes",NA,NA,NA,"Incomplete. Was ambiguous or left out crucial steps.",NA,5,"Did not realize that the primary datasets were proprietary",NA,"Stata 13",NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","8/12/2015 11:48:58","yx77","10.1257/app.3.3.55","No",NA,NA,NA,NA,NA,NA,NA,"No","No","Yes",NA,NA,NA,"Incomplete. Was ambiguous or left out crucial steps.",NA,3,NA,NA,"Stata 13",NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","8/12/2015 13:00:12","yx77","10.1257/app.3.4.119","Yes","Yes, no changes were necessary.",NA,NA,"Yes",NA,NA,NA,"No","Yes","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,2,NA,NA,"stata 13",NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","8/16/2015 13:15:57","nab227","10.1257/app.3.3.29","Yes","No, I needed to make changes in the code.","No, the changes to the code were more involved.","There were a lot of parts that kept causing errors.  I wasn't sure how to fix most of them but commenting out a few lines throughout the program seemed to work.","Yes",NA,NA,NA,"Yes","Yes","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,4,"I needed to make a lot of changes to the program to get it to run all the way.  It was also hard to match the output to the article tables.",NA,"Stata 13",NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","8/16/2015 19:35:03","nab227","10.1257/app.3.3.88","No",NA,NA,NA,NA,NA,NA,NA,"DK","DK","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,4,"There were a lot of programs and results didn't all match tables.","The programs all ran, but many of the results did not seem to match corresponding tables in the article.","Stata 13",NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","8/21/2015 21:23:02","sjh269","10.1257/app.3.4.1","No",NA,NA,NA,NA,NA,NA,NA,"DK","DK","Yes",NA,NA,NA,"Incomplete. Was ambiguous or left out crucial steps.",NA,5,NA,"Some datasets were not provided, but were publically available through other sources. Tried to run the code anyway, but had difficulties with working directories","Stata 14",NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","8/24/2015 14:49:33","yx77","10.1257/app.2.4.213","Yes","No, I needed to make changes in the code.","Yes",NA,"Yes",NA,NA,NA,"No","Yes","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,3,NA,NA,"Stata 13
",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","8/24/2015 15:28:59","yx77","10.1257/app.2.4.236","Yes","No, I needed to make changes in the code.","No, the changes to the code were more involved.","""command xml_tab is unrecognized"" so deleted any lines have xml_tab.","Yes",NA,NA,NA,"No","No","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,4,NA,NA,"stata 13",NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","3/14/2016 10:19:41","yj76","10.1257/app.4.3.64","No","Yes, no changes were necessary.",NA,NA,"Yes",NA,NA,NA,"Yes","DK","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,3,NA,NA,"Stata 12","Partial",NA,NA,NA,"Stata","Stata",NA,NA,NA
"99","3/19/2016 12:33:52","yj76","10.1257/app.5.2.151","Yes","Yes, no changes were necessary.",NA,NA,"Yes",NA,NA,NA,"Yes","DK","No","No","N/A. The previous replicator had no issues.",NA,"Complete. Provided all information required to run the programs.",NA,1,NA,NA,"stata 12","Yes",NA,NA,NA,"Stata","Stata",NA,NA,NA
"100","3/20/2016 14:45:55","jjf253","10.1257/app.5.3.63","No","No, I needed to make changes in the code.","No, the changes to the code were more involved.","The FGLS do has problems with the matrix part and the graph (locpoly), while the MLE script (MLE) takes to long.","No, some of the numbers are different.","The summary statistics are the same, however the graph of the hirsh model seems to be different, the same with tables that summarize the MLE, and FGLS models.",NA,NA,"No","No","No","Yes","Yes","I ran the matlab script (MLE) and the FGLS however it seems to difficult to obtain the same outcomes than the author.","Incomplete. Was ambiguous or left out crucial steps.","He provides the order to run the files, however the scripts and do files have several problems.",5,"The readme should be more clear","The paper goals is clear however the data provided does not seems to offer positive results on the replication","Stata 14 and Matlab15 from CISER servers","Yes",NA,NA,NA,"Stata, Matlab","csv, Excel, Stata",NA,NA,NA
"101","3/21/2016 23:33:57","jjf253","10.1257/app.5.1.193",NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","Yes","No","Confidential data.","Complete. Provided all information required to run the programs.","The readme is complete, however data is not provided.",3,NA,"Confidential data, not possible to replicate.","None, confidential data","No","Confidential Data","administrative, national","formal access","Stata","Stata",NA,NA,NA
"102","4/2/2016 17:08:03","kv94","10.1257/app.4.4.226",NA,NA,NA,NA,NA,NA,NA,NA,"No","No","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.","It seemed that the whole thing was very well documented on the Readme file, but assuming I had the data, the job would have been easier if the programs themselves had headers.",3,"After unsuccessfully trying to download the data sets myself from other sources, there wasn't much else that could be done, other than to make notes on the REPLICATION.txt file.",NA,"Stata 14.1","No","Confidential Data","administrative, national","formal access","Stata","Not provided, but instructions say it can be put into Stata",NA,NA,NA
"103","4/3/2016 13:54:36","kv94","10.1257/app.4.1.212","No","Yes, no changes were necessary.",NA,NA,"No, some of the numbers are different.","Table 4B",NA,NA,"No","No","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.","Replication itself was fine. The problem was that the NSS Data Set was missing, but the author explained where it could be found and the order the programs should be run.",3,NA,"Pretty well documented article.

Replication only produced results for panels which did not need NSS data.","Stata 14","Partial",NA,NA,NA,"Stata","Stata",NA,NA,NA
"104","4/4/2016 10:08:59","yj76","10.1257/app.3.1.35","Yes","No, I needed to make changes in the code.","No, the changes to the code were more involved.","Changed all outreg to outreg2; changed sigsymb to symbol and deleted 10 pct 
","Yes",NA,NA,NA,"Yes","Yes","No","Yes","Yes",NA,"Complete. Provided all information required to run the programs.",NA,3,"Have to make changes to the code.",NA,"Stata 12","Yes",NA,NA,NA,"Stata","Stata",NA,NA,NA
"105","4/4/2016 10:28:13","yj76","10.1257/app.2.1.86",NA,NA,NA,NA,NA,NA,NA,NA,"DK","DK","No","Yes","No",NA,"Complete. Provided all information required to run the programs.",NA,1,NA,NA,"stata 12","No","Confidential Data","private, commercial entity","formal access","Stata","Stata",NA,NA,NA
"106","4/4/2016 10:41:57","jjf253","10.1257/app.2.3.205","Yes","No, I needed to make changes in the code.","No, the changes to the code were more involved.","Many small changes related to folders path and names","Yes",NA,NA,NA,"No","No","No","No","Yes","Changing path and looking for results in the several regressions is possible to find authors results.","Complete. Provided all information required to run the programs.","However, the data files do not have the same versions than on the do files.",4,NA,"How is easy is to find the results in the multiple regressions performed?
Too many regressions.","Stata 12","Yes",NA,NA,NA,"Stata","Stata",NA,NA,NA
"107","4/4/2016 11:34:16","jjf253","10.1257/app.3.2.34","Yes","Yes, no changes were necessary.",NA,NA,"Yes","The author does not provide the correlations figures display on the article.",NA,NA,"No","No","No","Yes","N/A. The previous replicator had no issues.","Figures (correlations displayed) were not provided in the do file.","Complete. Provided all information required to run the programs.","However, theunique do file simplifies the replication process.",3,"No. However, figures are not display.","The length of regressions and figures (Do we need to create those figure in the do file?)","Stata 12","Yes",NA,NA,NA,"Stata","Stata",NA,NA,NA
"108","4/4/2016 13:11:52","jjf253","10.1257/app.3.2.196","Yes","No, I needed to make changes in the code.","Yes","I could make it run ""plottscoeffs"". I tried with coefplot, but did not work.","Yes","Figures were not possible to replicate, problems in the command or in the macro (global $oppmaisanta)",NA,NA,"Yes","No","No","Yes","No","Figures are not possible to replicate.","Complete. Provided all information required to run the programs.","Give more details regarding to graph.",3,"No","The only problem were the figures.","Stata 12","Yes",NA,NA,NA,"Stata","Stata",NA,NA,NA
