"","DOI","URL","Title","Authors","Source Title","Publication Date","Year","Volume","Issue","Beginning Page","Ending Page","Entry Questionnaire","Entry Questionnaire Author","Expected Difficulty","Replicator","Completed","Replicated","Main Issue","Type of Missing Data","2nd Replicator","Completed_1","Replicated_1","Data Type","Data Access Type","Data Comments","Data URL","Data Contact","Start-time","End-time","Run-time for programs (minutes)","Estimated editing-time for programs, commits (minutes)","worksheet"
"240","10.1257/mac.5.1.1","https://doi.org/10.1257/mac.5.1.1","Marginal Jobs, Heterogeneous Firms, and Unemployment Flows","Elsby, Michael W. L.; Michaels, Ryan","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jan 2013",2013,5,1,1,48,"Completed",NA,"3","jt699",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"241","10.1257/mac.5.1.193","https://doi.org/10.1257/mac.5.1.193","The Cyclical Volatility of Labor Markets under Frictional Financial Markets","Petrosky-Nadeau, Nicolas; Wasmer, Etienne","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jan 2013",2013,5,1,193,221,"Completed",NA,"1","jjp282","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",20,"MASTER Summer 2018 forward"
"242","10.1257/mac.5.4.179","https://doi.org/10.1257/mac.5.4.179","Democracy and Reforms: Evidence from a New Dataset","Giuliano, Paola; Mishra, Prachi; Spilimbergo, Antonio","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Oct 2013",2013,5,4,179,204,"Completed",NA,"3","nwl27","Working",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"243","10.1257/mac.5.3.1","https://doi.org/10.1257/mac.5.3.1","Credit Risk and Disaster Risk","Gourio, Francois","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jul 2013",2013,5,3,1,34,"Completed",NA,"2","ap676","Yes","Partial","Figures 2-4 were not produced by relevant programs specified in readme, parts of tables 2-3 were not reproduced, tables 5 and 6 had no code",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"244","10.1257/mac.5.2.72","https://doi.org/10.1257/mac.5.2.72","Capital-Skill Complementarity and the Skill Premium in a Quantitative Model of Trade","Parro, Fernando","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Apr 2013",2013,5,2,72,117,"Completed",NA,NA,"ap676",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"245","10.1257/mac.5.1.168","https://doi.org/10.1257/mac.5.1.168","Taxes and Time Use: Fiscal Policy in a Household Production Model","Ragan, Kelly S.","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jan 2013",2013,5,1,168,192,NA,NA,NA,"ap676",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"246","10.1257/mac.5.4.29","https://doi.org/10.1257/mac.5.4.29","Aggregate Implications of Lumpy Investment: New Evidence and a DSGE Model","Bachmann, Ruediger; Caballero, Ricardo J.; Engel, Eduardo M. R. A.","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Oct 2013",2013,5,4,29,67,NA,NA,NA,"ap676",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"247","10.1257/mac.5.3.152","https://doi.org/10.1257/mac.5.3.152","International Contagion through Leveraged Financial Institutions","van Wincoop, Eric","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jul 2013",2013,5,3,152,189,NA,NA,NA,"ap676",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"248","10.1257/mac.5.3.229","https://doi.org/10.1257/mac.5.3.229","Capital Controls with International Reserve Accumulation: Can this Be Optimal?","Bacchetta, Philippe; Benhima, Kenza; Kalantzis, Yannick","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jul 2013",2013,5,3,229,262,"Completed","nwl27","4",NA,"Incomplete",NA,"Requires Matlab and Dynare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"249","10.1257/mac.5.4.205","https://doi.org/10.1257/mac.5.4.205","Weak States and Steady States: The Dynamics of Fiscal Capacity","Besley, Timothy; Ilzetzki, Ethan; Persson, Torsten","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Oct 2013",2013,5,4,205,235,"Completed","nwl27","3","nwl27","Yes","Partial","No programs provided to replicate figures, but provided program for table ran cleanly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"250","10.1257/mac.5.4.141","https://doi.org/10.1257/mac.5.4.141","A Pitfall with Estimated DSGE-Based Government Spending Multipliers","Feve, Patrick; Matheron, Julien; Sahuc, Jean-Guillaume","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Oct 2013",2013,5,4,141,178,"Completed","gab99","2","gab99","Incomplete",NA,"Requires Matlab (and Dynare for replication 'from scratch'), uses outdated function matfig2pgf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"251","10.1257/mac.5.3.190","https://doi.org/10.1257/mac.5.3.190","Sharing the Burden: Monetary and Fiscal Responses to a World Liquidity Trap","Cook, David; Devereux, Michael B.","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jul 2013",2013,5,3,190,228,"Completed","jjp282",NA,"jjp282","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 mins",NA,"MASTER Summer 2018 forward"
"252","10.1257/mac.5.2.118","https://doi.org/10.1257/mac.5.2.118","Input Sourcing and Multinational Production","Garetto, Stefania","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Apr 2013",2013,5,2,118,151,"Completed","skm228","2","skm228","Yes","Partial","Lacked some proper instructions on what dataset to download",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"253","10.1257/mac.5.1.102","https://doi.org/10.1257/mac.5.1.102","Hedging Against the Government: A Solution to the Home Asset Bias Puzzle","Berriel, Tiago C.; Bhattarai, Saroj","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jan 2013",2013,5,1,102,134,"Completed","nwl27","3","jjp282","Working",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"254","10.1257/mac.5.1.81","https://doi.org/10.1257/mac.5.1.81","Identifying the Effects of Bank Failures from a Natural Experiment in Mississippi during the Great Depression","Ziebarth, Nicolas L.","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jan 2013",2013,5,1,81,101,"completed","ebr63","4","ebr63","Yes","Partial","Values in the tables did not fully match the values found in the regressions.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"255","10.1257/mac.5.4.107","https://doi.org/10.1257/mac.5.4.107","The Wrong Shape of Insurance? What Cross-Sectional Distributions Tell Us about Models of Consumption Smoothing","Broer, Tobias","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Oct 2013",2013,5,4,107,140,"Completed","nwl27","2","nwl27","Working",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"256","10.1257/mac.5.3.75","https://doi.org/10.1257/mac.5.3.75","The Financial Crisis: Lessons for International Macroeconomics","Bussiere, Matthieu; Imbs, Jean; Kollmann, Robert; Ranciere, Romain","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jul 2013",2013,5,3,75,84,"completed","ebr63","1","ebr63","yes","no","No data provided as there was nothing to replicate.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"257","10.1257/mac.5.4.68","https://doi.org/10.1257/mac.5.4.68","Safety Traps","Benhima, Kenza; Massenot, Baptiste","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Oct 2013",2013,5,4,68,106,"completed","gab99","4","gab99","yes","Partial","No data or programs provided for empirical section of paper, only for the simulation section. Also, some corrections were required to replicate figure 10.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"258","10.1257/mac.5.2.187","https://doi.org/10.1257/mac.5.2.187","Monetary Commitment and Fiscal Discretion: The Optimal Policy Mix","Gnocchi, Stefano","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Apr 2013",2013,5,2,187,216,"completed","gab99","5","gab99","yes","no","No programs provided",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"259","10.1257/mac.4.3.66","https://doi.org/10.1257/mac.4.3.66","Temperature Shocks and Economic Growth: Evidence from the Last Half Century","Dell, Melissa; Jones, Benjamin F.; Olken, Benjamin A.","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jul 2012",2012,4,3,66,95,"completed","gab99","1","jt699","Yes","Partial","maketable3.do does not run but other figures and tables are generated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"260","10.1257/mac.4.1.226","https://doi.org/10.1257/mac.4.1.226","Stories of the Twentieth Century for the Twenty-First","Gourinchas, Pierre-Olivier; Obstfeld, Maurice","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jan 2012",2012,4,1,226,265,"completed","xs232","5","xs232","Working",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"261","10.1257/mac.4.1.22","https://doi.org/10.1257/mac.4.1.22","Effects of Fiscal Stimulus in Structural Models","Coenen, Guenter; Erceg, Christopher J.; Freedman, Charles; Furceri, Davide; Kumhof, Michael; Lalonde, Rene; Laxton, Douglas; Linde, Jesper; Mourougane, Annabelle; Muir, Dirk; Mursula, Susanna; de Resende, Carlos; Roberts, John; Roeger, Werner; Snudden, Stephen; Trabandt, Mathias; Veld, Jan In't","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jan 2012",2012,4,1,22,68,"completed","jt699","2","jt699","Needs Abaqus","no","Needs Abaqus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"262","10.1257/mac.4.1.105","https://doi.org/10.1257/mac.4.1.105","The Bond Premium in a DSGE Model with Long-Run Real and Nominal Risks","Rudebusch, Glenn D.; Swanson, Eric T.","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jan 2012",2012,4,1,105,143,"completed",NA,NA,"skm228","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"263","10.1257/mac.4.2.133","https://doi.org/10.1257/mac.4.2.133","Real Wages and the Business Cycle: Accounting for Worker, Firm, and Job Title Heterogeneity","Carneiro, Anabela; Guimaraes, Paulo; Portugal, Pedro","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Apr 2012",2012,4,2,133,152,"completed","ebr63","3","ebr63","Yes","No","Dataset needed to run the .do files is private and not provided with the article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"264","10.1257/mac.4.2.184","https://doi.org/10.1257/mac.4.2.184","Imperfect Competition in the Interbank Market for Liquidity as a Rationale for Central Banking","Acharya, Viral V.; Gromb, Denis; Yorulmazer, Tanju","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Apr 2012",2012,4,2,184,217,"complete","xs232","1","xs232","Complete","No","The article itself is thesis based and almost no data gets involves. Furthermore, the article itself does not provide any dataset allowing us to replicate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"265","10.1257/mac.4.4.126","https://doi.org/10.1257/mac.4.4.126","Why Are Target Interest Rate Changes so Persistent?","Coibion, Olivier; Gorodnichenko, Yuriy","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Oct 2012",2012,4,4,126,162,"complete","xs232","3","xs232","Incomplete","No","CISER doesn't provide corresponding software, EViews, which is criticla to the replication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"266","10.1257/mac.4.4.1","https://doi.org/10.1257/mac.4.4.1","The Geography of Conflicts and Regional Trade Agreements","Martin, Philippe; Mayer, Thierry; Thoenig, Mathias","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Oct 2012",2012,4,4,1,35,"complete","xs232","5","xs232","In progress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"267","10.1257/mac.4.1.1","https://doi.org/10.1257/mac.4.1.1","Contagious Adverse Selection","Morris, Stephen; Shin, Hyun Song","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jan 2012",2012,4,1,1,21,"Complete","skm228",NA,"skm228","Yes","no","No programs provided",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"268","10.1257/mac.4.1.266","https://doi.org/10.1257/mac.4.1.266","The Optimal Conduct of Monetary Policy with Interest on Reserves","Kashyap, Anil K.; Stein, Jeremy C.","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jan 2012",2012,4,1,266,282,"Complete","skm228",NA,"skm228","Yes","no","No programs provided",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"269","10.1257/mac.4.4.56","https://doi.org/10.1257/mac.4.4.56","Evidence on the Incidence of Wage Posting, Wage Bargaining, and On-the-Job Search","Hall, Robert E.; Krueger, Alan B.","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Oct 2012",2012,4,4,56,67,"Complete",NA,NA,"skm228",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"270","10.1257/mac.4.3.184","https://doi.org/10.1257/mac.4.3.184","Speculative Bubbles and Financial Crises","Wang, Pengfei; Wen, Yi","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jul 2012",2012,4,3,184,221,NA,NA,NA,"xs232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"271","10.1257/mac.4.3.33","https://doi.org/10.1257/mac.4.3.33","Ambiguity Aversion: Implications for the Uncovered Interest Rate Parity Puzzle","Ilut, Cosmin","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jul 2012",2012,4,3,33,65,NA,"skm228",NA,"skm228",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"272","10.1257/mac.4.3.153","https://doi.org/10.1257/mac.4.3.153","A Quantitative Theory of Information and Unsecured Credit","Athreya, Kartik; Tam, Xuan S.; Young, Eric R.","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jul 2012",2012,4,3,153,183,NA,"skm228",NA,"skm228",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"273","10.1257/mac.4.2.1","https://doi.org/10.1257/mac.4.2.1","Are the Effects of Monetary Policy Shocks Big or Small?","Coibion, Olivier","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Apr 2012",2012,4,2,1,32,"completed","ebr63","5","ebr63","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"274","10.1257/mac.4.2.65","https://doi.org/10.1257/mac.4.2.65","Learning in a Medium-Scale DSGE Model with Expectations Based on Small Forecasting Models","Slobodyan, Sergey; Wouters, Raf","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Apr 2012",2012,4,2,65,101,"completed","ebr63","3","ebr63","Incomplete","No","Reassign: Needs Dynare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"275","10.1257/mac.4.4.36","https://doi.org/10.1257/mac.4.4.36","Measuring What Employers Do about Entry Wages over the Business Cycle: A New Approach","Martins, Pedro S.; Solon, Gary; Thomas, Jonathan P.","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Oct 2012",2012,4,4,36,55,"completed","ebr63","4","ebr63","Yes","No","Input microdata cannot be disclosed by the authors; no input data to run .do files",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"276","10.1257/mac.4.4.68","https://doi.org/10.1257/mac.4.4.68","Exogenous versus Endogenous Separation","Fujita, Shigeru; Ramey, Garey","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Oct 2012",2012,4,4,68,93,"complete","xs232","4","xs232","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"277","10.1257/mac.4.3.1","https://doi.org/10.1257/mac.4.3.1","Sticky Wages: Evidence from Quarterly Microeconomic Data","Le Bihan, Herve; Montornes, Jeremi; Heckel, Thomas","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jul 2012",2012,4,3,1,32,"Completed",NA,"5","gab99","Yes","No","Proprietary Data",NA,NA,NA,NA,NA,NA,"Proprietary Data from CNIS (French Statistical Confidentiality Committee)",NA,"contact: comite-secret@cnis.fr",NA,NA,NA,NA,"MASTER Summer 2018 forward"
"278","10.1257/mac.4.1.144","https://doi.org/10.1257/mac.4.1.144","International Portfolio Allocation under Model Uncertainty","Benigno, Pierpaolo; Nistico, Salvatore","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jan 2012",2012,4,1,144,189,"Completed","gab99","2","gab99","Yes","Yes","Outdated syntax for legend function in author's code (removed the third argument)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"279","10.1257/mac.4.4.94","https://doi.org/10.1257/mac.4.4.94","Home Equity Lending and Retail Spending: Evidence from a Natural Experiment in Texas","Abdallah, Chadi S.; Lastrapes, William D.","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Oct 2012",2012,4,4,94,125,"complete","xs232","4","xs232","Working",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"280","10.1257/mac.4.3.128","https://doi.org/10.1257/mac.4.3.128","The Cyclicality of Skill Acquisition: Evidence from Panel Data","Mendez, Fabio; Sepulveda, Facundo","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jul 2012",2012,4,3,128,152,"Completed","gab99","4","gab99","Yes","No","Missing variables in the provided data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"281","10.1257/mac.4.2.33","https://doi.org/10.1257/mac.4.2.33","Political Pressures on Monetary Policy During the US Great Inflation","Weise, Charles L.","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Apr 2012",2012,4,2,33,64,"Completed",NA,"5","gab99","yes","No","Requires Eviews, cannot open the file on CISER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"282","10.1257/mac.4.2.102","https://doi.org/10.1257/mac.4.2.102","Capital Market Integration and Wages","Chari, Anusha; Henry, Peter Blair; Sasson, Diego","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Apr 2012",2012,4,2,102,132,"Completed",NA,"5","gab99","yes","Partial","Proprietary data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"283","10.1257/mac.4.4.163","https://doi.org/10.1257/mac.4.4.163","Financial Contracts and the Political Economy of Investor Protection","Sevcik, Pavel","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Oct 2012",2012,4,4,163,197,"Completed",NA,"5","gab99","incomplete","Partial","Main part of the replication requires Fortran, but other tables/figures can be replicated in MATLAB and Stata; was able to replicate all non-fortran results",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"284","10.1257/mac.4.2.218","https://doi.org/10.1257/mac.4.2.218","How Important is Technology Capital for the United States?","Kapicka, Marek","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Apr 2012",2012,4,2,218,248,"Completed",NA,"3","gab99","yes","Partial","Figure output doesn't all match and colmatrix2latex function does not work.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"285","10.1257/mac.4.1.69","https://doi.org/10.1257/mac.4.1.69","How Does The US Government Finance Fiscal Shocks?","Berndt, Antje; Lustig, Hanno; Yeltekin, Sevin","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jan 2012",2012,4,1,69,104,"Completed","Jiazhen","1","jt699","Needs DYNARE
","No","Needs DYNARE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"286","10.1257/mac.4.2.153","https://doi.org/10.1257/mac.4.2.153","Rebalancing Frequency and the Welfare Cost of Inflation","Silva, Andre C.","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Apr 2012",2012,4,2,153,183,"Completed","ebr63","5","ebr63","Yes","Partial","Although all of the programs ran, certain data outputs did not fully match the figures in the paper.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"287","10.1257/mic.20150121","https://doi.org/10.1257/mic.20150121","Discrimination via Symmetric Auctions","Deb, Rahul; Pai, Mallesh M.","AMERICAN ECONOMIC JOURNAL-MICROECONOMICS","Feb 2017",2017,9,1,275,314,"Completed","Naomi","5",NA,"Yes","No","No empirical work to replicate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"288","10.1257/mic.20140283","https://doi.org/10.1257/mic.20140283","Conditional Retrospective Voting in Large Elections","Esponda, Ignacio; Pouzo, Demian","AMERICAN ECONOMIC JOURNAL-MICROECONOMICS","May 2017",2017,9,2,54,75,"Completed","Anderson","5",NA,"Yes","No","No programs or datasets provided.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"289","10.1257/mic.20150349","https://doi.org/10.1257/mic.20150349","Accountability and Information in Elections","Ashworth, Scott; de Mesquita, Ethan Bueno; Friedenberg, Amanda","AMERICAN ECONOMIC JOURNAL-MICROECONOMICS","May 2017",2017,9,2,95,138,"Completed","Nick","5",NA,"Yes","No","No programs or datasets provided.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"290","10.1257/mic.20160218","https://doi.org/10.1257/mic.20160218","Cap and Escape in Trade Agreements","Beshkar, Mostafa; Bond, Eric W.","AMERICAN ECONOMIC JOURNAL-MICROECONOMICS","Nov 2017",2017,9,4,171,202,"Completed","Gabriel","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"291","10.1257/mic.20150236","https://doi.org/10.1257/mic.20150236","Choice and Matching","Chambers, Christopher P.; Yenmez, M. Bumin","AMERICAN ECONOMIC JOURNAL-MICROECONOMICS","Aug 2017",2017,9,3,126,147,"Completed","Naomi","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"292","10.1257/mic.20140276","https://doi.org/10.1257/mic.20140276","Public Goods in Endogenous Networks","Kinateder, Markus; Merlino, Luca Paolo","AMERICAN ECONOMIC JOURNAL-MICROECONOMICS","Aug 2017",2017,9,3,187,212,"Completed","Anderson",NA,NA,"Yes","No","No empirical work to replicate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"293","10.1257/mic.20150139","https://doi.org/10.1257/mic.20150139","How Important Can the Non-Violation Clause Be for the GATT/WTO?","Staiger, Robert W.; Sykes, Alan O.","AMERICAN ECONOMIC JOURNAL-MICROECONOMICS","May 2017",2017,9,2,149,187,"Completed","Nick","5",NA,"Yes","No","No programs or datasets provided.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"294","10.1257/mic.20140280","https://doi.org/10.1257/mic.20140280","Resale Price Maintenance with Secret Contracts and Retail Service Externalities","Gabrielsen, Tommy Staahl; Johansen, Bjorn Olav","AMERICAN ECONOMIC JOURNAL-MICROECONOMICS","Feb 2017",2017,9,1,63,87,"Completed","Gabriel","5",NA,"Yes","No","No empirical work to replicate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"295","10.1257/mic.20150183","https://doi.org/10.1257/mic.20150183","Dynamic Assignment of Objects to Queuing Agents","Bloch, Francis; Cantala, David","AMERICAN ECONOMIC JOURNAL-MICROECONOMICS","Feb 2017",2017,9,1,88,122,"Completed","Naomi","5",NA,"Yes","No","No empirical work to replicate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"296","10.1257/mic.20150003","https://doi.org/10.1257/mic.20150003","A Theory of Patent Portfolios","Choi, Jay Pil; Gerlach, Heiko","AMERICAN ECONOMIC JOURNAL-MICROECONOMICS","Feb 2017",2017,9,1,315,351,"Completed","Anderson",NA,NA,"Yes","No","No empirical work to replicate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"297","10.1257/mic.20160305","https://doi.org/10.1257/mic.20160305","Management Quality and Firm Hierarchy in Industry Equilibrium","Chen, Cheng","AMERICAN ECONOMIC JOURNAL-MICROECONOMICS","Nov 2017",2017,9,4,203,244,"Completed","Nick","5",NA,"Yes","No","No programs or datasets provided",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"298","10.1257/mic.20160079","https://doi.org/10.1257/mic.20160079","Persistence and Change in Culture and Institutions under Autarchy, Trade, and Factor Mobility","Belloc, Marianna; Bowles, Samuel","AMERICAN ECONOMIC JOURNAL-MICROECONOMICS","Nov 2017",2017,9,4,245,276,"Completed","Gabriel","5",NA,"Yes","No","No programs or datasets provided",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"299","10.1257/mic.20140189","https://doi.org/10.1257/mic.20140189","Wheat or Strawberries? Intermediated Trade with Limited Contracting","Krishna, Kala; Sheveleva, Yelena","AMERICAN ECONOMIC JOURNAL-MICROECONOMICS","Aug 2017",2017,9,3,28,62,"Completed","Naomi","5",NA,"Yes","No","No empirical work to replicate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"300","10.1257/mic.20150299","https://doi.org/10.1257/mic.20150299","The Double Diamond Paradox","Garcia, Daniel; Honda, Jun; Janssen, Maarten","AMERICAN ECONOMIC JOURNAL-MICROECONOMICS","Aug 2017",2017,9,3,63,99,"Completed","Anderson",NA,NA,"Yes","No","No empirical work to replicate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
